Energy,xx,yy,zz,xy,xz,yz
1.1192,0.0957,0.0957,0.0957,0.0570,0.0570,0.0570
1.1269,0.1014,0.1014,0.1014,0.0604,0.0604,0.0604
1.1347,0.1073,0.1073,0.1073,0.0639,0.0639,0.0639
1.1425,0.1134,0.1134,0.1134,0.0675,0.0675,0.0675
1.1503,0.1196,0.1196,0.1196,0.0712,0.0712,0.0712
1.1580,0.1260,0.1260,0.1260,0.0750,0.0750,0.0750
1.1658,0.1325,0.1325,0.1325,0.0789,0.0789,0.0789
1.1736,0.1393,0.1393,0.1393,0.0829,0.0829,0.0829
1.1813,0.1466,0.1466,0.1466,0.0874,0.0874,0.0874
1.1891,0.1547,0.1547,0.1547,0.0926,0.0926,0.0926
1.1969,0.1636,0.1636,0.1636,0.0984,0.0984,0.0984
1.2047,0.1734,0.1734,0.1734,0.1050,0.1050,0.1050
1.2124,0.1840,0.1840,0.1840,0.1121,0.1121,0.1121
1.2202,0.1955,0.1955,0.1955,0.1198,0.1198,0.1198
1.2280,0.2080,0.2080,0.2080,0.1280,0.1280,0.1280
1.2358,0.2213,0.2213,0.2213,0.1368,0.1368,0.1368
1.2435,0.2356,0.2356,0.2356,0.1461,0.1461,0.1461
1.2513,0.2507,0.2507,0.2507,0.1560,0.1560,0.1560
1.2591,0.2668,0.2668,0.2668,0.1664,0.1664,0.1664
1.2668,0.2838,0.2838,0.2838,0.1773,0.1773,0.1773
1.2746,0.3017,0.3017,0.3017,0.1888,0.1888,0.1888
1.2824,0.3205,0.3205,0.3205,0.2008,0.2008,0.2008
1.2902,0.3402,0.3402,0.3402,0.2133,0.2133,0.2133
1.2979,0.3608,0.3608,0.3608,0.2264,0.2264,0.2264
1.3057,0.3823,0.3823,0.3823,0.2401,0.2401,0.2401
1.3135,0.4047,0.4047,0.4047,0.2543,0.2543,0.2543
1.3212,0.4281,0.4281,0.4281,0.2690,0.2690,0.2690
1.3290,0.4523,0.4523,0.4523,0.2843,0.2843,0.2843
1.3368,0.4775,0.4775,0.4775,0.3001,0.3001,0.3001
1.3446,0.5036,0.5036,0.5036,0.3164,0.3164,0.3164
1.3523,0.5305,0.5305,0.5305,0.3333,0.3333,0.3333
1.3601,0.5584,0.5584,0.5584,0.3507,0.3507,0.3507
1.3679,0.5872,0.5872,0.5872,0.3687,0.3687,0.3687
1.3756,0.6169,0.6169,0.6169,0.3872,0.3872,0.3872
1.3834,0.6475,0.6475,0.6475,0.4063,0.4063,0.4063
1.3912,0.6791,0.6791,0.6791,0.4259,0.4259,0.4259
1.3990,0.7115,0.7115,0.7115,0.4460,0.4460,0.4460
1.4067,0.7448,0.7448,0.7448,0.4667,0.4667,0.4667
1.4145,0.7791,0.7791,0.7791,0.4879,0.4879,0.4879
1.4223,0.8142,0.8142,0.8142,0.5097,0.5097,0.5097
1.4301,0.8503,0.8503,0.8503,0.5320,0.5320,0.5320
1.4378,0.8873,0.8873,0.8873,0.5549,0.5549,0.5549
1.4456,0.9253,0.9253,0.9253,0.5784,0.5784,0.5784
1.4534,0.9641,0.9641,0.9641,0.6025,0.6025,0.6025
1.4611,1.0037,1.0037,1.0037,0.6272,0.6272,0.6272
1.4689,1.0439,1.0439,1.0439,0.6523,0.6523,0.6523
1.4767,1.0848,1.0848,1.0848,0.6781,0.6781,0.6781
1.4845,1.1264,1.1264,1.1264,0.7043,0.7043,0.7043
1.4922,1.1687,1.1687,1.1687,0.7311,0.7311,0.7311
1.5000,1.2118,1.2118,1.2118,0.7585,0.7585,0.7585
1.5078,1.2555,1.2555,1.2555,0.7864,0.7864,0.7864
1.5155,1.2999,1.2999,1.2999,0.8148,0.8148,0.8148
1.5233,1.3451,1.3451,1.3451,0.8438,0.8438,0.8438
1.5311,1.3909,1.3909,1.3909,0.8733,0.8733,0.8733
1.5389,1.4374,1.4374,1.4374,0.9034,0.9034,0.9034
1.5466,1.4847,1.4847,1.4847,0.9340,0.9340,0.9340
1.5544,1.5326,1.5326,1.5326,0.9652,0.9652,0.9652
1.5622,1.5813,1.5813,1.5813,0.9969,0.9969,0.9969
1.5699,1.6299,1.6299,1.6299,1.0278,1.0278,1.0278
1.5777,1.6776,1.6776,1.6776,1.0558,1.0558,1.0558
1.5855,1.7242,1.7242,1.7242,1.0811,1.0811,1.0811
1.5933,1.7699,1.7699,1.7699,1.1037,1.1037,1.1037
1.6010,1.8143,1.8143,1.8143,1.1245,1.1245,1.1245
1.6088,1.8573,1.8573,1.8573,1.1440,1.1440,1.1440
1.6166,1.8990,1.8990,1.8990,1.1620,1.1620,1.1620
1.6244,1.9393,1.9393,1.9393,1.1785,1.1785,1.1785
1.6321,1.9783,1.9783,1.9783,1.1936,1.1936,1.1936
1.6399,2.0160,2.0160,2.0160,1.2073,1.2073,1.2073
1.6477,2.0523,2.0523,2.0523,1.2196,1.2196,1.2196
1.6554,2.0872,2.0872,2.0872,1.2304,1.2304,1.2304
1.6632,2.1208,2.1208,2.1208,1.2397,1.2397,1.2397
1.6710,2.1530,2.1530,2.1530,1.2477,1.2477,1.2477
1.6788,2.1847,2.1847,2.1847,1.2549,1.2549,1.2549
1.6865,2.2166,2.2166,2.2166,1.2622,1.2622,1.2622
1.6943,2.2487,2.2487,2.2487,1.2696,1.2696,1.2696
1.7021,2.2810,2.2810,2.2810,1.2772,1.2772,1.2772
1.7098,2.3135,2.3135,2.3135,1.2848,1.2848,1.2848
1.7176,2.3466,2.3466,2.3466,1.2924,1.2924,1.2924
1.7254,2.3836,2.3836,2.3836,1.2994,1.2994,1.2994
1.7332,2.4253,2.4253,2.4253,1.3057,1.3057,1.3057
1.7409,2.4718,2.4718,2.4718,1.3113,1.3113,1.3113
1.7487,2.5230,2.5230,2.5230,1.3162,1.3162,1.3162
1.7565,2.5790,2.5790,2.5790,1.3202,1.3202,1.3202
1.7642,2.6398,2.6398,2.6398,1.3236,1.3236,1.3236
1.7720,2.7055,2.7055,2.7055,1.3262,1.3262,1.3262
1.7798,2.7738,2.7738,2.7738,1.3283,1.3283,1.3283
