Energy,xx,yy,zz,xy,xz,yz
7.7554,5.1006,5.1006,5.1006,-0.2678,-0.2678,-0.2678
7.7921,5.0762,5.0762,5.0762,-0.2479,-0.2479,-0.2479
7.8289,5.1022,5.1022,5.1022,-0.2458,-0.2458,-0.2458
7.8656,5.1456,5.1456,5.1456,-0.2472,-0.2472,-0.2472
7.9024,5.1594,5.1594,5.1594,-0.2702,-0.2702,-0.2702
7.9391,5.2136,5.2136,5.2136,-0.3088,-0.3088,-0.3088
7.9759,5.2584,5.2584,5.2584,-0.3479,-0.3479,-0.3479
8.0127,5.1849,5.1849,5.1849,-0.3991,-0.3991,-0.3991
8.0494,5.1108,5.1108,5.1108,-0.4470,-0.4470,-0.4470
8.0862,4.9771,4.9771,4.9771,-0.4792,-0.4792,-0.4792
8.1229,4.8644,4.8644,4.8644,-0.5086,-0.5086,-0.5086
8.1597,4.7312,4.7312,4.7312,-0.5035,-0.5035,-0.5035
8.1964,4.6130,4.6130,4.6130,-0.4514,-0.4514,-0.4514
8.2332,4.5351,4.5351,4.5351,-0.3496,-0.3496,-0.3496
8.2699,4.4556,4.4556,4.4556,-0.2411,-0.2411,-0.2411
8.3067,4.6133,4.6133,4.6133,-0.2493,-0.2493,-0.2493
8.3435,4.5052,4.5052,4.5052,-0.1463,-0.1463,-0.1463
8.3802,4.5191,4.5191,4.5191,-0.1093,-0.1093,-0.1093
8.4170,4.5510,4.5510,4.5510,-0.0568,-0.0568,-0.0568
8.4537,4.6500,4.6500,4.6500,0.0189,0.0189,0.0189
8.4905,5.0588,5.0588,5.0588,0.2435,0.2435,0.2435
8.5272,5.1296,5.1296,5.1296,0.2970,0.2970,0.2970
8.5640,5.0993,5.0993,5.0993,0.2198,0.2198,0.2198
8.6007,5.0846,5.0846,5.0846,0.1340,0.1340,0.1340
8.6375,5.1468,5.1468,5.1468,0.0990,0.0990,0.0990
8.6743,5.0779,5.0779,5.0779,0.0797,0.0797,0.0797
8.7110,5.2398,5.2398,5.2398,0.0070,0.0070,0.0070
8.7478,5.3419,5.3419,5.3419,-0.0006,-0.0006,-0.0006
8.7845,5.4094,5.4094,5.4094,0.0359,0.0359,0.0359
8.8213,5.4958,5.4958,5.4958,0.0994,0.0994,0.0994
8.8580,5.4670,5.4670,5.4670,0.1639,0.1639,0.1639
8.8948,5.3157,5.3157,5.3157,0.2197,0.2197,0.2197
8.9315,5.0422,5.0422,5.0422,0.2287,0.2287,0.2287
8.9683,4.6449,4.6449,4.6449,0.2339,0.2339,0.2339
9.0051,4.2679,4.2679,4.2679,0.2325,0.2325,0.2325
9.0418,3.7288,3.7288,3.7288,0.1678,0.1678,0.1678
9.0786,3.4150,3.4150,3.4150,0.1432,0.1432,0.1432
9.1153,3.3125,3.3125,3.3125,0.1557,0.1557,0.1557
9.1521,3.2761,3.2761,3.2761,0.1632,0.1632,0.1632
9.1888,3.3611,3.3611,3.3611,0.1723,0.1723,0.1723
9.2256,3.5655,3.5655,3.5655,0.1444,0.1444,0.1444
9.2623,3.2199,3.2199,3.2199,0.1539,0.1539,0.1539
9.2991,3.5434,3.5434,3.5434,0.1923,0.1923,0.1923
9.3359,3.7873,3.7873,3.7873,0.1127,0.1127,0.1127
9.3726,3.5142,3.5142,3.5142,-0.0057,-0.0057,-0.0057
9.4094,3.6043,3.6043,3.6043,-0.1302,-0.1302,-0.1302
9.4461,3.6876,3.6876,3.6876,-0.2197,-0.2197,-0.2197
9.4829,3.8383,3.8383,3.8383,-0.3241,-0.3241,-0.3241
9.5196,3.6678,3.6678,3.6678,-0.2768,-0.2768,-0.2768
9.5564,3.5042,3.5042,3.5042,-0.2109,-0.2109,-0.2109
9.5931,3.3605,3.3605,3.3605,-0.1905,-0.1905,-0.1905
9.6299,3.1390,3.1390,3.1390,-0.1700,-0.1700,-0.1700
9.6666,3.0380,3.0380,3.0380,-0.1762,-0.1762,-0.1762
9.7034,2.9648,2.9648,2.9648,-0.1933,-0.1933,-0.1933
9.7402,2.9456,2.9456,2.9456,-0.2169,-0.2169,-0.2169
9.7769,2.9030,2.9030,2.9030,-0.2461,-0.2461,-0.2461
9.8137,3.0097,3.0097,3.0097,-0.3188,-0.3188,-0.3188
9.8504,2.9857,2.9857,2.9857,-0.2398,-0.2398,-0.2398
9.8872,2.9170,2.9170,2.9170,-0.1239,-0.1239,-0.1239
9.9239,3.0073,3.0073,3.0073,-0.0175,-0.0175,-0.0175
9.9607,2.7801,2.7801,2.7801,-0.1117,-0.1117,-0.1117
9.9974,2.7494,2.7494,2.7494,-0.1267,-0.1267,-0.1267
10.0342,2.7603,2.7603,2.7603,-0.1211,-0.1211,-0.1211
10.0710,2.6649,2.6649,2.6649,-0.1184,-0.1184,-0.1184
10.1077,2.4774,2.4774,2.4774,-0.1004,-0.1004,-0.1004
10.1445,2.3424,2.3424,2.3424,-0.0886,-0.0886,-0.0886
10.1812,2.3204,2.3204,2.3204,-0.0833,-0.0833,-0.0833
10.2180,2.3242,2.3242,2.3242,-0.0903,-0.0903,-0.0903
10.2547,2.3269,2.3269,2.3269,-0.1189,-0.1189,-0.1189
10.2915,2.3952,2.3952,2.3952,-0.1506,-0.1506,-0.1506
10.3282,2.5114,2.5114,2.5114,-0.1894,-0.1894,-0.1894
10.3650,2.5304,2.5304,2.5304,-0.2012,-0.2012,-0.2012
10.4018,2.5338,2.5338,2.5338,-0.2071,-0.2071,-0.2071
10.4385,2.5873,2.5873,2.5873,-0.1860,-0.1860,-0.1860
10.4753,2.5091,2.5091,2.5091,-0.1481,-0.1481,-0.1481
10.5120,2.3926,2.3926,2.3926,-0.1091,-0.1091,-0.1091
10.5488,2.3225,2.3225,2.3225,-0.0780,-0.0780,-0.0780
10.5855,2.2875,2.2875,2.2875,-0.0551,-0.0551,-0.0551
10.6223,2.2776,2.2776,2.2776,-0.0388,-0.0388,-0.0388
10.6590,2.2900,2.2900,2.2900,-0.0274,-0.0274,-0.0274
10.6958,2.2710,2.2710,2.2710,-0.0127,-0.0127,-0.0127
10.7326,2.2748,2.2748,2.2748,0.0159,0.0159,0.0159
10.7693,2.2438,2.2438,2.2438,0.0556,0.0556,0.0556
10.8061,2.1721,2.1721,2.1721,0.0941,0.0941,0.0941
10.8428,2.0984,2.0984,2.0984,0.1185,0.1185,0.1185
10.8796,2.0221,2.0221,2.0221,0.1308,0.1308,0.1308
10.9163,1.9449,1.9449,1.9449,0.1331,0.1331,0.1331
10.9531,1.8858,1.8858,1.8858,0.0965,0.0965,0.0965
10.9898,1.8640,1.8640,1.8640,0.0800,0.0800,0.0800
11.0266,1.8333,1.8333,1.8333,0.0934,0.0934,0.0934
11.0634,1.8283,1.8283,1.8283,0.1082,0.1082,0.1082
11.1001,1.8659,1.8659,1.8659,0.1157,0.1157,0.1157
11.1369,1.9668,1.9668,1.9668,0.1285,0.1285,0.1285
11.1736,1.9865,1.9865,1.9865,0.1558,0.1558,0.1558
11.2104,1.9308,1.9308,1.9308,0.1731,0.1731,0.1731
11.2471,1.7842,1.7842,1.7842,0.1740,0.1740,0.1740
11.2839,1.6946,1.6946,1.6946,0.1773,0.1773,0.1773
11.3206,1.6158,1.6158,1.6158,0.1581,0.1581,0.1581
11.3574,1.5419,1.5419,1.5419,0.1382,0.1382,0.1382
11.3941,1.5024,1.5024,1.5024,0.1241,0.1241,0.1241
